3,45,30,15,8,3,0,5,5,20,10,0,25,12,30,20,10,0,25,15,15,54,15,5,60,15,5,20,30,20,5,15,20,60,15,0,25,0,0,10,2,20,5,15,120,0,4,10,20,10,20,47,10,5,15,25,120,20,60,15,10,20,5,30,10,1,10,5,30,20,20,30,3,108,5,0,120,10,10,7,6,10,12,5,30,30,3,10,10,30,5,2,10,17,3,15,5,0,60,10,30,5,5,59,20,15,13,25,10,24,5,5,15,5,2,7,90,10,30,15,30,10,5,15,5,20,5,20,0,5,10,10,12,4,30,10,30,8,30,20,20,15,15,10,0,15,20,10,8,30,0,5,5,10,45,15,5,30,10,120,60,5,45,10,5,5,20,30,3,20,12,0.66,30,45,10,5,5,5,30,40,10,20,20,30,20,120,10,20,10,15,35,25,10,10,15,45,60,45,15,10,60,10,7,0,10,5,10,60,20,5,20,15,0,20,5,15,5,45,11,20,10,30,10,30,10,0,12,20,60,5,24,5,1,20,2,30,20,5,35,15,30,12,5,5,30,10,20,12,5,10,15,10,5,10,15,10,5,5,60,10,0,15,10,10,15,20,10,10,10,30,0,50,5,0,0,60,73,20,25,30,20,15,12,15,15,20,25,90,20,10,20,30,5,20,10,25,5,15,2,20,30,15,15,30,5,15,0,0,10,10,0,30,0,5,45,114,120,5,2,30,20,20,20,30,20,240,15,10,10,67,0,0,18,2,30,3,5,20,5,5,3,10,0
1,51,20,10,3,2,0,5,5,30,20,0,22,9,20,10,5,2,0,10,20,48,5,10,50,30,15,5,25,0,5,15,5,15,20,0,10,0,0,5,5,120,5,20,30,10,10,15,30,10,30,17,15,5,15,45,120,5,90,15,10,10,7,10,15,3,10,5,20,20,15,20,3,4,5,60,120,10,8,8,45,15,5,5,45,0,1,15,20,30,5,0,20,9,2,15,5,0,80,20,55,5,15,59,10,10,15,45,20,10,5,15,20,5,3,15,10,15,10,15,0,8,5,60,10,10,5,10,0,10,20,5,16,15,40,15,45,7,45,10,15,10,30,7,10,10,10,15,36,60,30,3,5,10,30,0,5,30,5,25,30,0,60,5,5,5,10,45,2,30,63,2,10,35,10,5,5,10,45,20,30,15,15,18,30,18,10,20,10,10,50,35,5,10,60,60,30,60,23,10,40,5,10,0,15,10,8,50,0,5,90,20,0,15,3,5,5,60,11,30,15,5,5,30,20,0,15,10,45,0,31,3,1,20,5,30,10,5,0,20,40,30,12,15,30,5,5,5,5,15,11,15,10,5,20,5,5,10,40,5,0,10,5,5,17,15,15,5,15,50,60,10,10,0,0,80,95,0,10,5,10,30,20,0,30,15,10,60,30,20,20,15,10,60,15,10,0,20,1,20,5,6,10,25,10,20,0,5,10,10,0,30,13,10,55,140,60,10,4,30,0,35,30,120,5,60,10,10,5,120,10,0,23,1,0,0,8,20,2,10,5,5,0
0,35,25,5,4,0,0,10,0,30,10,0,20,45,35,10,5,25,0,5,15,41,10,5,60,45,0,20,20,0,5,15,5,45,60,0,10,0,5,2,10,120,5,10,20,10,8,30,45,15,150,40,5,10,10,20,60,2,60,20,15,10,10,30,25,1,10,2,30,30,30,10,2,3,10,120,120,5,7,9,10,10,3,5,10,60,5,10,15,10,10,15,30,12,0,10,5,0,30,10,15,10,5,30,5,10,15,15,10,5,5,10,5,5,3,3,10,18,10,10,60,15,2,15,10,15,5,15,0,5,10,7,17,20,20,15,10,9,15,10,15,10,20,10,25,30,30,20,30,0,60,5,5,10,15,0,5,15,20,5,35,0,5,5,5,10,10,60,1,40,15,0.17,5,20,5,5,10,5,15,30,5,10,30,40,20,35,5,5,10,10,32,15,5,15,10,60,30,15,42,10,10,20,3,0,5,5,5,30,0,0,40,45,0,40,10,5,2,15,10,10,10,1,5,30,15,0,20,0,15,0,14,2,2,15,3,30,30,10,7,5,10,10,17,5,10,10,0,5,5,5,12,15,15,5,15,7,5,0,10,20,0,5,10,10,12,25,10,15,25,35,30,70,10,120,3,75,26,45,0,2,5,10,10,60,10,10,30,90,45,35,15,10,5,20,30,5,0,15,5,15,15,4,10,35,20,15,0,0,5,30,0,0,9,20,45,114,60,20,1,10,0,60,10,45,10,30,15,15,5,45,15,0,5,2,0,2,5,10,10,2,15,10,0
2,17,25,10,6,0,0,5,0,10,15,0,15,11,15,15,0,0,0,5,30,69,5,5,60,10,63,20,25,0,5,75,5,60,30,30,15,0,5,3,2,30,5,5,10,20,15,30,25,10,45,22,2,10,20,35,240,60,60,17,10,10,5,30,20,5,20,2,20,60,5,5,2,6,5,30,60,10,5,4,30,5,2,5,10,15,10,0,15,30,10,10,10,4,0,20,5,0,20,10,60,5,30,30,15,5,10,35,20,5,15,20,30,10,2,15,20,17,10,10,60,10,7,60,5,20,5,10,0,5,40,18,15,10,30,5,5,2,15,10,12,8,25,7,10,0,10,10,8,10,0,0,5,7,20,0,10,20,5,20,20,5,30,3,5,5,5,15,0,25,10,0.08,5,25,5,5,5,4,16,20,30,15,40,15,10,16,0,20,10,5,60,10,3,10,5,60,45,25,13,10,60,5,60,0,5,2,20,20,0,0,20,60,0,10,0,10,2,15,35,60,5,5,5,30,5,0,10,0,15,0,10,3,1,20,2,30,15,5,0,13,40,12,10,10,25,10,30,5,10,15,30,20,12,5,25,3,1,0,20,15,0,10,15,10,22,25,10,10,5,10,60,80,10,0,2,120,73,20,5,4,10,20,15,15,25,30,15,30,5,20,5,0,60,20,30,10,0,10,1,10,0,10,10,30,5,10,0,0,3,0,0,30,15,5,30,114,240,10,7,45,15,25,45,73,10,15,10,0,30,45,0,0,14,3,0,0,6,0,5,180,45,10,0
2,30,30,15,12,5,0,10,10,10,5,0,10,4,20,15,0,0,10,10,59,27,5,15,35,15,10,10,10,0,5,45,5,20,15,30,15,0,0,60,5,20,15,20,15,10,5,10,10,10,10,10,20,5,15,10,120,25,45,15,5,10,12,40,15,2,10,2,30,10,15,30,3,40,5,45,60,20,6,7,0,15,3,5,10,30,1,2,60,10,5,5,5,7,0,10,5,0,10,10,60,5,5,0,5,30,13,55,10,5,10,10,10,5,3,7,30,15,10,10,60,2,5,15,15,5,5,5,120,3,15,15,10,10,20,30,5,0.02,60,5,20,10,30,5,0,5,10,10,16,10,0,0,5,8,15,35,10,20,5,0,20,10,5,5,5,15,10,45,10,35,10,0.33,40,60,15,5,10,7,45,120,5,15,25,50,10,126,0,15,20,11,38,20,9,15,15,60,60,40,5,10,60,5,40,0,0,5,6,45,0,20,80,10,0,40,3,5,2,5,12,15,15,15,5,30,8,0,15,0,10,0,23,4,1,5,0,30,20,5,5,27,20,12,10,10,30,5,10,15,10,10,5,20,10,10,15,1,5,0,10,15,0,10,10,10,8,30,5,20,10,7,10,65,10,0,5,85,37,15,5,20,5,20,8,30,10,10,40,30,5,25,20,0,20,30,35,15,30,10,5,20,10,5,10,25,10,10,0,0,5,0,0,30,14,10,120,114,150,5,3,20,20,30,20,25,5,15,25,10,10,60,15,0,26,2,0,0,20,0,3,6,3,20,0
2,40,15,5,9,2,0,15,15,45,10,0,9,10,30,10,5,0,15,15,15,6,20,15,25,10,15,15,30,0,5,10,5,60,15,0,15,0,10,5,15,30,15,15,20,0,10,15,40,10,15,30,10,5,20,30,240,60,90,15,5,10,4,10,10,10,10,2,30,15,30,20,3,15,5,60,60,5,4,10,1,5,8,1,50,45,0,2,30,10,5,60,5,9,0,30,5,0,30,15,15,8,5,59,5,15,15,15,30,0,10,5,15,10,2,5,30,20,20,10,60,10,10,20,5,10,5,10,130,5,20,20,5,5,15,0,10,0.08,45,5,20,30,60,3,0,5,20,0,21,0,20,3,5,15,30,40,5,30,10,0,20,0,5,2,5,10,10,60,10,15,10,0.5,20,45,5,5,10,15,37,60,10,10,25,25,30,15,10,25,20,8,23,15,3,10,45,60,60,40,23,10,60,8,30,0,0,3,10,40,0,20,30,10,0,10,0,5,4,60,32,30,20,5,10,30,10,0,15,20,60,0,18,2,2,0,10,30,5,5,9,20,28,10,10,10,30,15,0,10,10,15,10,25,12,10,10,10,15,0,30,25,5,10,10,15,10,20,10,18,5,15,30,30,5,0,1,90,109,40,45,5,5,20,11,15,10,20,30,90,10,15,15,0,0,20,10,20,0,10,3,10,10,20,10,30,5,10,0,0,5,20,10,30,15,10,90,114,150,15,12,45,5,80,35,15,20,15,10,10,15,60,0,0,8,1,0,7,5,30,2,3,3,15,0
2,22,10,10,18,2,0,10,5,10,5,0,11,8,30,35,10,10,5,10,10,3,5,5,15,20,16,20,23,30,5,5,10,60,15,30,10,0,15,5,20,120,15,10,45,0,20,10,20,15,27,22,5,5,20,120,120,2,60,10,3,10,15,10,5,30,10,3,10,15,20,60,3,20,5,0,120,15,5,12,30,5,5,1,10,0,15,5,15,10,5,3,5,14,0,15,5,0,40,30,45,4,5,59,15,30,12,10,30,5,15,20,20,5,3,3,30,25,20,10,60,5,5,30,5,10,5,20,60,10,15,20,5,10,25,0,5,12,15,5,18,5,60,6,0,10,30,0,8,5,0,4,5,10,20,20,5,20,0,0,20,0,10,0,5,10,5,50,0,20,37,1,5,15,5,5,5,3,49,25,45,20,15,12,30,120,5,10,30,13,45,12,5,60,60,60,60,30,45,10,30,15,17,0,0,2,12,40,0,0,130,15,0,30,0,5,4,5,10,120,5,20,10,30,30,0,13,10,45,0,21,5,2,0,7,30,15,5,3,10,30,12,25,30,60,5,0,0,5,5,10,30,13,5,15,15,5,5,40,0,5,5,20,10,12,25,10,5,15,8,10,30,5,10,2,50,71,30,10,4,10,20,7,20,5,10,30,30,20,0,10,0,10,10,10,5,15,15,2,30,20,3,5,55,5,15,0,20,3,20,0,30,12,5,90,114,60,5,5,20,0,20,5,23,10,60,25,5,20,5,15,30,22,2,0,3,8,30,3,5,5,10,0
1,32,40,60,10,4,0,5,5,10,15,0,9,3,30,15,0,0,0,10,5,20,5,5,10,30,30,30,0,25,5,5,15,60,60,60,10,0,0,2,2,180,5,10,10,20,15,10,30,20,49,15,20,2,15,90,60,10,90,10,5,10,9,20,5,5,10,2,30,20,25,15,3,70,5,0,120,10,7,14,2,5,5,1,70,0,1,3,20,10,5,5,15,21,1,15,5,0,10,0,25,3,5,59,5,15,13,35,60,5,10,10,15,5,4,10,20,13,10,10,60,2,10,10,10,15,5,5,0,10,30,10,6,5,10,30,5,68,30,5,15,10,45,7,0,10,30,15,30,30,0,5,5,10,60,5,20,15,5,0,20,5,45,2,5,5,20,15,20,35,0,0.5,5,10,5,5,10,18,68,45,15,20,40,32,5,35,5,10,20,15,20,25,6,5,120,180,60,45,120,10,10,10,15,0,0,5,15,75,30,0,10,10,0,35,4,5,3,30,9,15,10,0,10,30,20,0,22,0,10,0,15,3,1,0,5,30,10,20,30,6,40,10,30,10,30,10,0,10,5,5,10,10,14,5,0,6,45,5,20,10,5,5,5,5,21,25,20,10,5,11,10,15,5,0,2,70,64,0,30,4,5,10,10,90,15,10,10,30,8,0,5,0,15,10,10,10,0,10,1,20,30,15,5,25,5,15,0,0,5,20,10,0,6,1,80,114,90,20,2,30,5,50,20,46,30,60,35,5,5,20,0,40,13,0,0,0,6,30,7,2,3,10,0
0,35,30,20,5,2,0,30,5,5,10,0,10,10,20,20,5,0,0,10,5,16,20,5,10,10,10,10,0,10,5,30,5,45,60,0,20,0,0,3,5,30,15,15,20,20,25,15,65,10,60,10,10,5,15,25,340,10,90,20,5,10,3,30,7,2,10,2,20,20,15,20,3,5,5,0,120,15,8,6,20,15,3,10,50,0,2,5,20,10,10,0,15,16,1,15,5,0,10,0,27,0,5,0,20,35,15,30,20,0,20,20,15,5,3,7,10,10,10,15,60,2,20,120,5,10,5,25,0,3,60,15,5,5,10,75,5,11,30,5,20,10,30,2,0,10,30,15,8,10,10,10,5,7,15,12,10,20,0,30,20,0,15,0,5,10,10,40,15,40,0,0.33,10,25,10,5,5,28,60,15,10,15,20,20,30,0,20,15,20,20,15,12,3,10,60,60,50,15,64,10,30,10,5,0,0,5,5,20,0,5,40,10,0,20,0,5,3,5,9,60,15,0,45,30,25,0,30,0,45,0,39,3,2,10,6,30,30,5,15,10,30,10,12,15,30,10,0,10,10,10,5,10,16,5,0,20,5,5,10,0,0,10,10,5,9,25,25,15,10,50,10,20,10,0,2,65,97,0,10,3,0,10,13,20,5,5,20,90,3,20,10,15,60,60,25,15,5,20,1,20,0,3,5,30,5,30,0,0,10,10,0,30,9,5,100,114,60,5,3,15,10,90,20,133,15,60,15,10,10,45,0,0,14,1,0,0,5,30,6,4,5,10,0
0,10,35,15,4,5,0,5,10,45,30,0,8,15,10,10,0,0,5,45,5,13,35,5,30,5,15,15,0,0,5,120,5,15,60,0,10,0,0,0,10,20,10,15,30,0,10,10,20,10,51,40,20,4,30,30,60,10,120,20,3,10,7,30,10,1,10,5,20,5,10,20,2,5,5,0,120,10,10,15,60,10,2,5,15,45,1,5,25,10,5,45,20,20,2,5,10,0,10,90,36,5,5,0,5,30,10,15,10,90,5,30,10,120,4,3,0,13,40,25,30,2,5,15,0,8,5,0,0,5,5,15,6,15,30,10,5,11,15,5,22,60,15,5,0,15,15,15,8,5,30,0,5,10,20,0,20,20,10,0,20,0,5,3,5,10,10,10,2,40,0,0.5,40,20,5,5,5,3,15,0,10,10,35,15,30,120,25,10,20,5,55,8,3,10,15,120,60,15,34,10,60,10,5,0,0,10,8,60,0,10,20,10,0,60,0,10,5,5,8,20,20,10,20,30,20,0,12,0,30,0,17,2,2,15,2,30,15,5,12,5,15,15,10,5,20,5,0,5,5,15,10,15,10,5,20,3,5,0,30,5,5,5,10,5,13,35,20,60,7,60,0,10,10,0,1,100,82,10,0,4,0,15,8,5,15,10,15,30,10,60,20,5,0,20,20,25,5,10,1,30,0,10,5,45,10,45,0,0,2,15,5,30,5,5,50,114,30,5,9,5,5,15,0,50,10,0,15,15,10,45,0,30,8,3,0,0,5,40,20,0,3,10,0
